temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	9637.000000	9132.000000	10063.000000	1002500	1015028	Sun Feb 14 22:44:40 2021
75.000000	9333.000000	9028.000000	10003.000000	1002500	1018928	Mon Feb 15 03:18:38 2021
56.250000	9415.000000	8842.000000	9897.000000	1002500	1024747	Mon Feb 15 07:52:55 2021
42.187500	9236.000000	8755.000000	9746.000000	1002500	1032252	Mon Feb 15 12:27:53 2021
31.640625	9186.000000	8657.000000	9722.000000	1002500	1041925	Mon Feb 15 17:04:01 2021
23.730469	9100.000000	8543.000000	9382.000000	1002500	1055287	Mon Feb 15 21:41:00 2021
17.797852	8883.000000	8275.000000	9273.000000	1002500	1072520	Tue Feb 16 02:19:27 2021
13.348389	8524.000000	8043.000000	8927.000000	1002500	1096358	Tue Feb 16 06:59:40 2021
10.011292	7964.000000	7661.000000	8552.000000	1002500	1129009	Tue Feb 16 11:43:16 2021
7.508469	7825.000000	7119.000000	8039.000000	1002500	1171369	Tue Feb 16 16:30:17 2021
5.631351	7055.000000	6702.000000	7828.000000	1002500	1230226	Tue Feb 16 21:23:38 2021
4.223514	6311.000000	6101.000000	7058.000000	1002500	1307157	Wed Feb 17 02:25:44 2021
3.167635	5897.000000	5495.000000	6339.000000	1002500	1412329	Wed Feb 17 07:41:30 2021
2.375726	5004.000000	4704.000000	5906.000000	1002500	1554597	Wed Feb 17 13:17:42 2021
1.781795	4219.000000	3982.000000	5001.000000	1002500	1749371	Wed Feb 17 19:23:21 2021
1.336346	3546.000000	3302.000000	4220.000000	1002500	2006908	Thu Feb 18 02:10:08 2021
1.002260	2731.000000	2620.000000	3552.000000	1002500	2363108	Thu Feb 18 09:55:47 2021
0.751695	2155.000000	1982.000000	2741.000000	1002500	2842332	Thu Feb 18 19:05:45 2021
0.563771	1512.000000	1391.000000	2155.000000	1002500	3502401	Fri Feb 19 06:17:46 2021
0.422828	991.000000	919.000000	1512.000000	925192	4010000	Fri Feb 19 19:06:22 2021
0.317121	594.000000	529.000000	991.000000	748874	4010000	Sat Feb 20 07:54:59 2021
0.237841	299.000000	222.000000	595.000000	628421	4010000	Sat Feb 20 20:43:52 2021
0.178381	86.000000	86.000000	299.000000	561507	4010000	Sun Feb 21 09:32:47 2021
0.133786	21.000000	17.000000	86.000000	533015	4010000	Sun Feb 21 22:21:47 2021
0.100339	5.000000	5.000000	21.000000	526241	4010000	Mon Feb 22 11:10:57 2021
0.075254	5.000000	5.000000	5.000000	524816	4010000	Mon Feb 22 23:59:55 2021
