temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	6556.000000	5871.000000	6681.000000	524250	532332	Mon Feb 15 00:15:03 2021
75.000000	6378.000000	5855.000000	6661.000000	524250	534797	Mon Feb 15 01:19:34 2021
56.250000	6179.000000	5731.000000	6646.000000	524250	538286	Mon Feb 15 02:23:54 2021
42.187500	6005.000000	5753.000000	6551.000000	524250	543115	Mon Feb 15 03:28:19 2021
31.640625	6021.000000	5571.000000	6379.000000	524250	549379	Mon Feb 15 04:32:40 2021
23.730469	5941.000000	5419.000000	6363.000000	524250	557953	Mon Feb 15 05:37:00 2021
17.797852	5671.000000	5311.000000	6063.000000	524250	569821	Mon Feb 15 06:41:10 2021
13.348389	5374.000000	5074.000000	5838.000000	524250	585427	Mon Feb 15 07:45:12 2021
10.011292	5025.000000	4860.000000	5558.000000	524250	605862	Mon Feb 15 08:49:06 2021
7.508469	4963.000000	4571.000000	5158.000000	524250	633361	Mon Feb 15 09:53:06 2021
5.631351	4623.000000	4153.000000	4982.000000	524250	671287	Mon Feb 15 10:57:20 2021
4.223514	3863.000000	3721.000000	4657.000000	524250	723272	Mon Feb 15 12:01:59 2021
3.167635	3614.000000	3314.000000	3864.000000	524250	790453	Mon Feb 15 13:07:37 2021
2.375726	3073.000000	2857.000000	3617.000000	524250	885672	Mon Feb 15 14:15:01 2021
1.781795	2532.000000	2385.000000	3070.000000	524250	1012860	Mon Feb 15 15:25:00 2021
1.336346	2139.000000	1918.000000	2537.000000	524250	1184921	Mon Feb 15 16:38:23 2021
1.002260	1600.000000	1525.000000	2138.000000	524250	1423482	Mon Feb 15 17:57:18 2021
0.751695	1271.000000	1148.000000	1605.000000	524250	1754642	Mon Feb 15 19:25:01 2021
0.563771	952.000000	833.000000	1274.000000	498933	2097000	Mon Feb 15 21:01:34 2021
0.422828	628.000000	558.000000	952.000000	390229	2097000	Mon Feb 15 22:33:04 2021
0.317121	356.000000	323.000000	629.000000	309152	2097000	Tue Feb 16 00:02:25 2021
0.237841	178.000000	159.000000	356.000000	250345	2097000	Tue Feb 16 01:31:24 2021
0.178381	60.000000	50.000000	179.000000	217460	2097000	Tue Feb 16 03:00:14 2021
0.133786	17.000000	15.000000	60.000000	201682	2097000	Tue Feb 16 04:29:06 2021
0.100339	5.000000	3.000000	17.000000	196710	2097000	Tue Feb 16 05:57:54 2021
0.075254	2.000000	2.000000	5.000000	196807	2097000	Tue Feb 16 07:26:42 2021
0.056441	1.000000	1.000000	2.000000	196851	2097000	Tue Feb 16 08:55:29 2021
0.042331	0.000000	0.000000	1.000000	195982	2097000	Tue Feb 16 10:24:17 2021
0.031748	0.000000	0.000000	0.000000	195875	2097000	Tue Feb 16 11:53:05 2021
