temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	889.000000	800.000000	1058.000000	129500	130807	Fri Oct 16 09:57:19 2020
75.000000	894.000000	784.000000	1076.000000	129500	131147	Fri Oct 16 09:59:32 2020
56.250000	916.000000	784.000000	1062.000000	129500	131705	Fri Oct 16 10:02:13 2020
42.187500	886.000000	758.000000	1063.000000	129500	132637	Fri Oct 16 10:04:32 2020
31.640625	934.000000	747.000000	1025.000000	129500	133573	Fri Oct 16 10:06:46 2020
23.730469	849.000000	752.000000	1016.000000	129500	134881	Fri Oct 16 10:09:01 2020
17.797852	899.000000	730.000000	997.000000	129500	136691	Fri Oct 16 10:11:57 2020
13.348389	841.000000	703.000000	980.000000	129500	139272	Fri Oct 16 10:14:30 2020
10.011292	801.000000	655.000000	928.000000	129500	142486	Fri Oct 16 10:17:04 2020
7.508469	766.000000	632.000000	857.000000	129500	146750	Fri Oct 16 10:19:42 2020
5.631351	722.000000	604.000000	846.000000	129500	152761	Fri Oct 16 10:22:29 2020
4.223514	584.000000	538.000000	753.000000	129500	160934	Fri Oct 16 10:24:56 2020
3.167635	588.000000	513.000000	685.000000	129500	171119	Fri Oct 16 10:27:46 2020
2.375726	529.000000	423.000000	613.000000	129500	185557	Fri Oct 16 10:30:46 2020
1.781795	427.000000	333.000000	528.000000	129500	204921	Fri Oct 16 10:33:34 2020
1.336346	336.000000	295.000000	426.000000	129500	230778	Fri Oct 16 10:36:32 2020
1.002260	269.000000	216.000000	338.000000	129500	264118	Fri Oct 16 10:39:45 2020
0.751695	189.000000	162.000000	269.000000	129500	308255	Fri Oct 16 10:42:37 2020
0.563771	133.000000	110.000000	190.000000	129500	363208	Fri Oct 16 10:46:27 2020
0.422828	102.000000	61.000000	132.000000	129500	429464	Fri Oct 16 10:50:44 2020
0.317121	58.000000	30.000000	102.000000	129500	497528	Fri Oct 16 10:56:03 2020
0.237841	20.000000	7.000000	58.000000	120359	518000	Fri Oct 16 11:02:17 2020
0.178381	5.000000	1.000000	20.000000	114022	518000	Fri Oct 16 11:10:01 2020
0.133786	2.000000	0.000000	5.000000	111447	518000	Fri Oct 16 11:16:59 2020
0.100339	0.000000	0.000000	3.000000	109584	518000	Fri Oct 16 11:22:53 2020
0.075254	0.000000	0.000000	0.000000	110833	518000	Fri Oct 16 11:28:22 2020
