temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	7219.000000	6753.000000	7761.000000	562000	571003	Sun Feb 14 11:57:15 2021
75.000000	7340.000000	6702.000000	7685.000000	562000	573830	Sun Feb 14 13:14:08 2021
56.250000	6929.000000	6620.000000	7591.000000	562000	578191	Sun Feb 14 14:30:50 2021
42.187500	7061.000000	6568.000000	7553.000000	562000	583364	Sun Feb 14 15:47:37 2021
31.640625	7060.000000	6446.000000	7279.000000	562000	590856	Sun Feb 14 17:04:19 2021
23.730469	6779.000000	6261.000000	7132.000000	562000	600506	Sun Feb 14 18:20:45 2021
17.797852	6545.000000	6113.000000	6935.000000	562000	613606	Sun Feb 14 19:37:27 2021
13.348389	6334.000000	5785.000000	6609.000000	562000	630566	Sun Feb 14 20:53:46 2021
10.011292	5804.000000	5520.000000	6391.000000	562000	654692	Sun Feb 14 22:10:17 2021
7.508469	5294.000000	5101.000000	5902.000000	562000	687254	Sun Feb 14 23:26:57 2021
5.631351	4907.000000	4736.000000	5347.000000	562000	729461	Mon Feb 15 00:43:41 2021
4.223514	4451.000000	4229.000000	4920.000000	562000	787364	Mon Feb 15 02:01:37 2021
3.167635	4101.000000	3716.000000	4452.000000	562000	867178	Mon Feb 15 03:20:45 2021
2.375726	3515.000000	3166.000000	4103.000000	562000	972593	Mon Feb 15 04:42:02 2021
1.781795	2824.000000	2656.000000	3517.000000	562000	1117592	Mon Feb 15 06:06:42 2021
1.336346	2395.000000	2185.000000	2824.000000	562000	1314263	Mon Feb 15 07:37:00 2021
1.002260	1859.000000	1689.000000	2398.000000	562000	1585469	Mon Feb 15 09:15:51 2021
0.751695	1381.000000	1310.000000	1869.000000	562000	1970127	Mon Feb 15 11:08:54 2021
0.563771	1016.000000	951.000000	1383.000000	503709	2248000	Mon Feb 15 13:09:00 2021
0.422828	707.000000	617.000000	1017.000000	390362	2248000	Mon Feb 15 15:02:40 2021
0.317121	443.000000	389.000000	711.000000	308005	2248000	Mon Feb 15 16:52:56 2021
0.237841	219.000000	192.000000	443.000000	247993	2248000	Mon Feb 15 18:41:54 2021
0.178381	84.000000	81.000000	219.000000	215832	2248000	Mon Feb 15 20:30:48 2021
0.133786	30.000000	29.000000	84.000000	200731	2248000	Mon Feb 15 22:19:45 2021
0.100339	16.000000	16.000000	30.000000	197182	2248000	Tue Feb 16 00:08:38 2021
0.075254	10.000000	10.000000	16.000000	195965	2248000	Tue Feb 16 01:57:27 2021
0.056441	9.000000	9.000000	10.000000	194366	2248000	Tue Feb 16 03:46:18 2021
0.042331	9.000000	9.000000	9.000000	194543	2248000	Tue Feb 16 05:35:14 2021
