5.091136	0.4	12.	127.53	154.567056	37.57
4.655262	0.4	12.	117.75	171.94	33.221292
4.577563	0.4	12.	119.06	183.06	34.275827
4.614405	0.4	12.	138.94	183.71	41.858287
4.422213	0.4	12.	136.66	175.21	33.464835
4.892179	0.4	12.	164.274588	139.9	37.57
4.654552	0.4	12.	175.77	140.88	34.308977
5.33925	0.4	12.	171.53	132.38	40.7462
4.540975	0.4	12.	192.39	120.94	37.550168
6.535313	0.4	12.	184.614237	93.81	34.31
5.790002	0.4	12.	163.39	118.934341	34.31
5.915389	0.4	12.	156.21	108.52	35.367153
5.117036	0.4	12.	152.63	129.12	36.627636
5.016543	0.4	12.	131.77	142.378739	34.31
5.611221	0.4	12.	131.12	132.71	28.708989
4.949378	0.4	12.	118.08	138.398476	34.31
4.514742	0.4	12.	181.069527	155.27	30.91
7.31838	0.4	12.	191.41	144.81	24.447007
5.037281	0.4	12.	198.59	156.112874	30.91
10.018955	0.4	12.	188.16	165.73	23.605888
5.119273	0.4	12.	145.46	152.33	31.463245
4.961274	0.4	12.	212.25739	110.48	34.62
5.001355	0.4	12.	225.64	113.75	34.661997
6.221918	0.4	12.	194.875491	110.81	34.62
5.182495	0.4	12.	177.07	120.94	34.053662
7.433338	0.4	12.	199.89	93.15	27.331405
5.434785	0.4	12.	171.53	90.86	34.809918
6.460488	0.4	12.	167.718523	103.61	34.62
4.703232	0.4	12.	173.22261	74.19	34.62
8.535125	0.4	12.	219.12	145.79	30.680607
5.448775	0.4	12.	189.79	173.91	38.977738
5.101887	0.4	12.	137.31	157.89	36.663835
7.874229	0.4	12.	102.76	155.92	26.74753
4.381283	0.4	12.	217.82	77.343089	38.94
5.497193	0.4	12.	239.494716	94.46	38.94
4.57594	0.4	12.	245.684869	123.56	38.94
5.596521	0.4	12.	236.07	133.726921	38.94
5.228128	0.4	12.	227.92	166.686039	38.94
5.122088	0.4	12.	214.857407	164.75	38.94
4.527738	0.4	12.	142.2	78.013558	38.94
6.983538	0.4	12.	160.45	69.905242	38.94
4.92188	0.4	12.	175.12	82.04	40.656963
5.519525	0.4	12.	220.42	90.235172	38.94
4.910971	0.4	12.	253.99	106.402296	38.94
5.652655	0.4	12.	255.95	130.5971	38.94
5.030954	0.4	12.	245.85	139.085901	38.94
5.482105	0.4	12.	244.22	149.71	35.630454
4.468977	0.4	12.	221.4	135.874206	38.94
4.608314	0.4	12.	212.27	135.788189	38.94
4.925302	0.4	12.	208.04	126.17	35.866892
6.404928	0.4	12.	128.18	77.770529	38.94
5.83777	0.4	12.	124.6	94.13	42.490718
5.314607	0.4	12.	130.14	126.5	38.558338
4.411277	0.4	12.	108.95	126.83	38.797874
5.575487	0.4	12.	108.374187	139.9	38.94
5.743326	0.4	12.	99.926833	148.4	38.94
6.8868	0.4	12.	86.47	146.717687	38.94
4.716503	0.4	12.	111.24	96.75	39.624532
5.546766	0.4	12.	111.56	108.557205	40.22
4.477691	0.4	12.	99.83	126.17	36.872005
5.98532	0.4	12.	90.7	131.759229	40.22
6.444008	0.4	12.	89.913655	107.86	40.22
4.683171	0.4	12.	107.65	117.35	44.581865
6.901179	0.4	12.	243.24	170.96	42.307252
8.347471	0.4	12.	210.64	197.45	32.479303
5.17913	0.4	12.	239.	187.64	45.185919
9.247044	0.4	12.	231.83	194.83	32.358849
5.866337	0.4	12.	228.582029	180.77	40.22
6.102504	0.4	12.	238.67	208.884849	40.22
4.789021	0.4	12.	221.4	153.31	43.962593
4.86097	0.4	12.	187.947243	73.86	40.22
4.405712	0.4	12.	136.98	117.35	37.386549
6.425538	0.4	12.	149.37	211.83	46.373613
5.101527	0.4	12.	146.11	199.496996	42.04
4.515521	0.4	12.	167.62	209.87	38.92739
4.894184	0.4	12.	165.99	219.02	42.826506
6.16678	0.4	12.	152.805751	227.85	42.04
5.207214	0.4	12.	163.817541	231.78	42.04
4.65157	0.4	12.	165.67	243.951547	42.04
5.347521	0.4	12.	187.52783	220.99	42.04
5.243522	0.4	12.	197.106308	211.5	42.04
5.353985	0.4	12.	198.26	226.462107	42.04
5.225777	0.4	12.	217.49	206.6	41.182873
4.632604	0.4	12.	200.54	198.403035	42.04
4.40326	0.4	12.	190.551277	204.31	42.04
4.571508	0.4	12.	190.44	195.48	43.801447
6.786464	0.4	12.	178.05	197.77	37.209554
5.820781	0.4	12.	183.189345	105.25	42.04
6.687282	0.4	12.	134.7	213.028895	42.04
4.994337	0.4	12.	132.946728	197.77	42.04
4.775125	0.4	12.	113.19	193.85	41.930417
5.117519	0.4	12.	121.979252	207.91	42.04
8.457693	0.4	12.	119.71	224.906129	42.04
4.568701	0.4	12.	133.398439	228.83	42.04
5.646498	0.4	12.	102.44	217.468233	42.95
4.974002	0.4	12.	102.511161	202.68	42.95
4.740307	0.4	12.	92.33	189.399066	42.95
4.685625	0.4	12.	91.68	205.843262	43.94
5.008644	0.4	12.	158.045915	86.29	37.19
4.895498	0.4	12.	149.7	98.06	33.338208
5.178557	0.4	12.	148.07	86.61	40.6832
4.815344	0.4	12.	138.844182	97.07	37.19
5.164461	0.4	12.	143.657949	106.23	37.19
4.899914	0.4	12.	125.58	106.56	39.0635
4.880086	0.4	12.	118.73	117.35	37.373623
4.829166	0.4	12.	117.75	130.1	40.98563
5.078044	0.4	12.	193.04	133.04	36.153387
6.434029	0.4	12.	153.776388	192.22	37.19
7.00197	0.4	12.	173.470538	184.7	37.19
5.163085	0.4	12.	167.3	167.04	33.244492
5.795046	0.4	12.	150.35	171.690453	37.19
6.412611	0.4	12.	156.87	159.52	38.463712
