temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	9115.000000	8860.000000	9937.000000	802250	814093	Mon Feb 15 05:37:19 2021
75.000000	9139.000000	8789.000000	9709.000000	802250	818137	Mon Feb 15 08:33:36 2021
56.250000	9433.000000	8712.000000	9819.000000	802250	823308	Mon Feb 15 11:29:54 2021
42.187500	8917.000000	8625.000000	9591.000000	802250	830651	Mon Feb 15 14:26:30 2021
31.640625	8894.000000	8460.000000	9516.000000	802250	840028	Mon Feb 15 17:23:40 2021
23.730469	8724.000000	8283.000000	9169.000000	802250	852513	Mon Feb 15 20:21:02 2021
17.797852	8438.000000	7918.000000	8875.000000	802250	869766	Mon Feb 15 23:18:57 2021
13.348389	8153.000000	7680.000000	8527.000000	802250	892399	Tue Feb 16 02:17:54 2021
10.011292	7628.000000	7282.000000	8163.000000	802250	923626	Tue Feb 16 05:18:57 2021
7.508469	7173.000000	6795.000000	7700.000000	802250	965893	Tue Feb 16 08:22:25 2021
5.631351	6500.000000	6263.000000	7198.000000	802250	1020639	Tue Feb 16 11:29:37 2021
4.223514	5929.000000	5690.000000	6548.000000	802250	1096815	Tue Feb 16 14:42:57 2021
3.167635	5276.000000	4966.000000	5935.000000	802250	1202499	Tue Feb 16 18:05:17 2021
2.375726	4484.000000	4231.000000	5285.000000	802250	1339655	Tue Feb 16 21:40:22 2021
1.781795	3903.000000	3563.000000	4484.000000	802250	1529201	Wed Feb 17 01:35:18 2021
1.336346	3070.000000	2918.000000	3903.000000	802250	1787946	Wed Feb 17 05:58:23 2021
1.002260	2457.000000	2325.000000	3070.000000	802250	2138224	Wed Feb 17 11:02:20 2021
0.751695	1871.000000	1747.000000	2459.000000	802250	2628413	Wed Feb 17 17:04:53 2021
0.563771	1303.000000	1241.000000	1872.000000	778520	3209000	Thu Feb 18 00:17:50 2021
0.422828	898.000000	819.000000	1303.000000	617537	3209000	Thu Feb 18 07:29:07 2021
0.317121	557.000000	478.000000	899.000000	492209	3209000	Thu Feb 18 14:40:24 2021
0.237841	272.000000	224.000000	558.000000	408220	3209000	Thu Feb 18 21:51:30 2021
0.178381	101.000000	88.000000	272.000000	363496	3209000	Fri Feb 19 05:02:44 2021
0.133786	31.000000	31.000000	101.000000	344590	3209000	Fri Feb 19 12:13:57 2021
0.100339	20.000000	16.000000	31.000000	338889	3209000	Fri Feb 19 19:25:09 2021
0.075254	14.000000	14.000000	20.000000	338672	3209000	Sat Feb 20 02:36:21 2021
0.056441	14.000000	14.000000	14.000000	337880	3209000	Sat Feb 20 09:47:29 2021
