temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	1857.000000	1646.000000	2005.000000	298000	300588	Fri Oct 16 10:08:12 2020
75.000000	1825.000000	1638.000000	2017.000000	298000	301395	Fri Oct 16 10:20:35 2020
56.250000	1679.000000	1624.000000	1974.000000	298000	302632	Fri Oct 16 10:32:40 2020
42.187500	1873.000000	1595.000000	2000.000000	298000	304125	Fri Oct 16 10:44:17 2020
31.640625	1856.000000	1601.000000	1955.000000	298000	306168	Fri Oct 16 10:56:26 2020
23.730469	1802.000000	1548.000000	1924.000000	298000	308904	Fri Oct 16 11:08:20 2020
17.797852	1683.000000	1519.000000	1871.000000	298000	312466	Fri Oct 16 11:20:31 2020
13.348389	1648.000000	1499.000000	1810.000000	298000	317575	Fri Oct 16 11:32:50 2020
10.011292	1669.000000	1441.000000	1767.000000	298000	323810	Fri Oct 16 11:44:47 2020
7.508469	1471.000000	1375.000000	1681.000000	298000	332820	Fri Oct 16 11:56:56 2020
5.631351	1351.000000	1276.000000	1576.000000	298000	344648	Fri Oct 16 12:08:37 2020
4.223514	1360.000000	1163.000000	1465.000000	298000	360257	Fri Oct 16 12:20:31 2020
3.167635	1188.000000	1064.000000	1381.000000	298000	382326	Fri Oct 16 12:31:54 2020
2.375726	1137.000000	938.000000	1190.000000	298000	410174	Fri Oct 16 12:43:12 2020
1.781795	928.000000	802.000000	1147.000000	298000	448137	Fri Oct 16 12:55:26 2020
1.336346	748.000000	656.000000	927.000000	298000	500282	Fri Oct 16 13:08:07 2020
1.002260	576.000000	508.000000	749.000000	298000	567569	Fri Oct 16 13:20:25 2020
0.751695	447.000000	379.000000	580.000000	298000	652732	Fri Oct 16 13:33:48 2020
0.563771	332.000000	263.000000	446.000000	298000	762888	Fri Oct 16 13:47:55 2020
0.422828	208.000000	153.000000	331.000000	298000	886064	Fri Oct 16 14:03:53 2020
0.317121	98.000000	78.000000	209.000000	298000	1018142	Fri Oct 16 14:22:47 2020
0.237841	46.000000	28.000000	99.000000	298000	1129840	Fri Oct 16 14:43:18 2020
0.178381	13.000000	4.000000	46.000000	298000	1191486	Fri Oct 16 15:04:21 2020
0.133786	2.000000	0.000000	14.000000	292863	1192000	Fri Oct 16 15:25:34 2020
0.100339	1.000000	0.000000	2.000000	291548	1192000	Fri Oct 16 15:45:54 2020
0.075254	0.000000	0.000000	1.000000	292067	1192000	Fri Oct 16 16:07:41 2020
0.056441	0.000000	0.000000	0.000000	291284	1192000	Fri Oct 16 16:28:12 2020
