temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	2764.000000	2481.000000	2977.000000	265750	269384	Mon Oct 19 11:44:47 2020
75.000000	2647.000000	2418.000000	2946.000000	265750	270429	Mon Oct 19 11:58:13 2020
56.250000	2795.000000	2425.000000	2897.000000	265750	271908	Mon Oct 19 12:12:05 2020
42.187500	2815.000000	2282.000000	2910.000000	265750	274224	Mon Oct 19 12:25:26 2020
31.640625	2632.000000	2347.000000	2914.000000	265750	277011	Mon Oct 19 12:39:15 2020
23.730469	2567.000000	2256.000000	2850.000000	265750	280840	Mon Oct 19 12:52:50 2020
17.797852	2467.000000	2209.000000	2725.000000	265750	285872	Mon Oct 19 13:06:07 2020
13.348389	2285.000000	2161.000000	2633.000000	265750	292400	Mon Oct 19 13:18:50 2020
10.011292	2238.000000	2027.000000	2518.000000	265750	301768	Mon Oct 19 13:32:32 2020
7.508469	2067.000000	1863.000000	2307.000000	265750	314246	Mon Oct 19 13:45:30 2020
5.631351	2010.000000	1780.000000	2182.000000	265750	330864	Mon Oct 19 13:58:25 2020
4.223514	1743.000000	1598.000000	2015.000000	265750	352775	Mon Oct 19 14:11:35 2020
3.167635	1593.000000	1399.000000	1745.000000	265750	383137	Mon Oct 19 14:24:52 2020
2.375726	1298.000000	1209.000000	1595.000000	265750	423406	Mon Oct 19 14:38:05 2020
1.781795	1126.000000	986.000000	1299.000000	265750	478338	Mon Oct 19 14:51:54 2020
1.336346	936.000000	801.000000	1128.000000	265750	553289	Mon Oct 19 15:05:34 2020
1.002260	723.000000	615.000000	938.000000	265750	653173	Mon Oct 19 15:20:37 2020
0.751695	522.000000	463.000000	725.000000	265750	787002	Mon Oct 19 15:35:14 2020
0.563771	364.000000	319.000000	522.000000	265750	965711	Mon Oct 19 15:51:55 2020
0.422828	241.000000	204.000000	369.000000	237622	1063000	Mon Oct 19 16:10:09 2020
0.317121	160.000000	112.000000	240.000000	194831	1063000	Mon Oct 19 16:27:01 2020
0.237841	56.000000	47.000000	160.000000	166074	1063000	Mon Oct 19 16:43:19 2020
0.178381	26.000000	17.000000	56.000000	151189	1063000	Mon Oct 19 16:59:38 2020
0.133786	11.000000	8.000000	27.000000	145928	1063000	Mon Oct 19 17:18:20 2020
0.100339	2.000000	2.000000	11.000000	143251	1063000	Mon Oct 19 17:36:14 2020
0.075254	0.000000	0.000000	2.000000	143105	1063000	Mon Oct 19 17:52:17 2020
0.056441	0.000000	0.000000	0.000000	142387	1063000	Mon Oct 19 18:08:16 2020
