temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	3838.000000	3392.000000	4045.000000	411250	416205	Sun Feb 14 11:10:33 2021
75.000000	3646.000000	3389.000000	4039.000000	411250	417905	Sun Feb 14 11:40:44 2021
56.250000	3678.000000	3388.000000	3924.000000	411250	419982	Sun Feb 14 12:11:23 2021
42.187500	3735.000000	3340.000000	3947.000000	411250	423140	Sun Feb 14 12:41:22 2021
31.640625	3631.000000	3217.000000	3902.000000	411250	427103	Sun Feb 14 13:11:33 2021
23.730469	3359.000000	3246.000000	3820.000000	411250	432604	Sun Feb 14 13:41:35 2021
17.797852	3440.000000	3094.000000	3683.000000	411250	439812	Sun Feb 14 14:11:37 2021
13.348389	3215.000000	3019.000000	3541.000000	411250	449322	Sun Feb 14 14:41:40 2021
10.011292	3157.000000	2863.000000	3428.000000	411250	462131	Sun Feb 14 15:11:21 2021
7.508469	3013.000000	2726.000000	3224.000000	411250	479670	Sun Feb 14 15:41:06 2021
5.631351	2815.000000	2508.000000	3032.000000	411250	502881	Sun Feb 14 16:10:38 2021
4.223514	2496.000000	2272.000000	2824.000000	411250	534374	Sun Feb 14 16:40:27 2021
3.167635	2109.000000	2009.000000	2509.000000	411250	577240	Sun Feb 14 17:10:25 2021
2.375726	1943.000000	1722.000000	2159.000000	411250	634125	Sun Feb 14 17:41:02 2021
1.781795	1610.000000	1490.000000	1964.000000	411250	710832	Sun Feb 14 18:11:41 2021
1.336346	1340.000000	1209.000000	1610.000000	411250	813276	Sun Feb 14 18:43:38 2021
1.002260	1059.000000	940.000000	1343.000000	411250	949578	Sun Feb 14 19:17:00 2021
0.751695	806.000000	693.000000	1065.000000	411250	1138765	Sun Feb 14 19:53:30 2021
0.563771	546.000000	486.000000	807.000000	411250	1376934	Sun Feb 14 20:35:15 2021
0.422828	356.000000	306.000000	546.000000	403175	1645000	Sun Feb 14 21:22:06 2021
0.317121	205.000000	165.000000	356.000000	336002	1645000	Sun Feb 14 22:08:18 2021
0.237841	109.000000	68.000000	208.000000	289910	1645000	Sun Feb 14 22:53:17 2021
0.178381	30.000000	18.000000	109.000000	267246	1645000	Sun Feb 14 23:38:54 2021
0.133786	2.000000	2.000000	30.000000	256305	1645000	Mon Feb 15 00:24:20 2021
0.100339	1.000000	0.000000	3.000000	256430	1645000	Mon Feb 15 01:09:07 2021
0.075254	0.000000	0.000000	1.000000	254397	1645000	Mon Feb 15 01:54:58 2021
0.056441	0.000000	0.000000	0.000000	255655	1645000	Mon Feb 15 02:39:44 2021
